datatype,wiki_word,qid
lifestyle video,Lifestyle Video,Q121126614
wildlife tracking video,tracking,Q2699839
stereo wildlife video,tracking,Q2699839
selfreenactment video,Video self-modeling,Q7927988
self shot video,Video self-modeling,Q7927988
therapy session video,Therapy Session,Q25096150
psychological interview video,Therapy Session,Q25096150
fire video,Video Explosion,Q131721955
explosion video,Video Explosion,Q131721955
cell trajectory video,cell migration,Q189092
cell migration video,cell migration,Q189092
motion blur video,Motion Blur,Q6917741
defocus blur video,Motion Blur,Q6917741
ground video,ground truth,Q370766
ground truth video,ground truth,Q370766
biking video,cycling video game,Q63644993
cyclist behavior video,cycling video game,Q63644993
pathological findings video,Histopathology,Q1524040
educational histopathology video,Histopathology,Q1524040
cattle action video,Cattle behavior,Q70912079
cattle behavior video,Cattle behavior,Q70912079
assembly process video,assembly,Q3625549
assembly video,assembly,Q3625549
blurred video,video frame,Q5477883
blurred video frame,video frame,Q5477883
drama video,comedy video game,Q113939522
humor video,comedy video game,Q113939522
autonomous navigation video,robot navigation,Q6887224
robot navigation video,robot navigation,Q6887224
synthetic human gesture video,gesture,Q371174
real human gesture video,gesture,Q371174
creative video,Creative Video,Q131634728
brightfield video,Creative Video,Q131634728
action video,Video Action,Q73744450
actor action video,Video Action,Q73744450
small detail video,Video Action,Q73744450
action step video,Video Action,Q73744450
micro action video,Video Action,Q73744450
attack face video,Face synthesis,Q117756608
presentation attack video,Face synthesis,Q117756608
talking face video,Face synthesis,Q117756608
celebrity face video,Face synthesis,Q117756608
entire face synthesis video,Face synthesis,Q117756608
speaker video,cued speech,Q590951
cued speech video,cued speech,Q590951
participant video,challenge video,Q130214833
challenge video,challenge video,Q130214833
navigation video,Video Touring,Q86660670
tour guide scenario video,Video Touring,Q86660670
family video,Family Video,Q5433297
household task video,Family Video,Q5433297
demonstration video,reaction video,Q22908155
reaction video,reaction video,Q22908155
native video,Native video,Q19893596
composite video,Native video,Q19893596
handheld video,Native video,Q19893596
dashcam video,dashcam,Q5226605
car number video,dashcam,Q5226605
product video,graphics card,Q4308
ad video,graphics card,Q4308
dental procedure video,Dental Procedure Education System,Q5259391
procedure video,Dental Procedure Education System,Q5259391
social media post,social media,Q202833
social media comment,social media,Q202833
social media photo,social media,Q202833
social media message,social media,Q202833
personal photo,social media,Q202833
social media conversation,social media,Q202833
social media repost,social media,Q202833
user photo,social media,Q202833
human activity video,Human video,Q5939190
human action video,Human video,Q5939190
human action clip,Human video,Q5939190
human motion capture,Human video,Q5939190
human motion video,Human video,Q5939190
human video,Human video,Q5939190
user review,user review,Q20058247
user feedback,user review,Q20058247
user interaction,user interaction,Q120969818
user ai interaction,user interaction,Q120969818
user interaction feature,user interaction,Q120969818
human action,human behavior,Q3769299
human behavior,human behavior,Q3769299
user profile,user persona,Q3375697
user persona,user persona,Q3375697
user rating,user rating,Q80700183
human rating,user rating,Q80700183
human opinion score,user rating,Q80700183
user information,user information,Q7901844
user data,user information,Q7901844
human activity,human activity,Q61788060
human activity scene,human activity,Q61788060
user intent,User Intent,Q28136837
user desire,User Intent,Q28136837
user request,User Intent,Q28136837
user motive,User Intent,Q28136837
human human interaction,Interaction,Q4641997
human interaction,Interaction,Q4641997
personal information,personal data,Q3702971
personal data,personal data,Q3702971
user account,user account,Q3604202
user type,user account,Q3604202
user,user account,Q3604202
human sound,vocal sound,Q4393922
human activity sound,vocal sound,Q4393922
user engagement metric,user engagement,Q91779225
user engagement,user engagement,Q91779225
human skeleton data,human skeleton,Q9621
human skeleton,human skeleton,Q9621
human skeleton joint,human skeleton,Q9621
social media account,Solid,Q55408718
social media link,Solid,Q55408718
social link,Solid,Q55408718
human to human dialogue,social dialogue,Q2236575
human human conversation,social dialogue,Q2236575
social dialogue,social dialogue,Q2236575
human silhouette,human figure,Q5937779
human figure,human figure,Q5937779
human written query,reading comprehension,Q3269423
user query reading comprehension,reading comprehension,Q3269423
human speaker,human voice,Q7390
human voice,human voice,Q7390
personal narrative,personal narrative,Q17108519
personal narrative video,personal narrative,Q17108519
human annotated similarity score,similarity score,Q7517810
human similarity judgment,similarity score,Q7517810
human rights violations photograph,human rights,Q8458
human rights semantic category,human rights,Q8458
social connectedness index,social connectedness,Q7551008
social connectedness index value,social connectedness,Q7551008
human preference data,preference,Q908656
human preference,preference,Q908656
user affective state,affective state,Q120970769
human attitude,affective state,Q120970769
human centric scene,Human Centered,Q131304423
human centered activity,Human Centered,Q131304423
dataset description,dataset descriptions,Q120970430
dataset name,dataset descriptions,Q120970430
dataset metadata,dataset descriptions,Q120970430
dataset identifier,dataset descriptions,Q120970430
product description,product description,Q7247757
item description,product description,Q7247757
description,description,Q1200750
detailed description,description,Q1200750
entity description,geographic entity,Q27096213
biomedical entity description,geographic entity,Q27096213
biological entity description,geographic entity,Q27096213
geographic entity description,geographic entity,Q27096213
object description,Microsoft Object Description Language,Q29167436
image description,Microsoft Object Description Language,Q29167436
caption description,Microsoft Object Description Language,Q29167436
natural language description,textual description,Q115491856
textual description,textual description,Q115491856
spoken description,textual description,Q115491856
verbal description,textual description,Q115491856
action description,action description language,Q343630
trajectory description,action description language,Q343630
motion description,action description language,Q343630
recall action description,action description language,Q343630
benchmark description,benchmark,Q1161707
benchmark task description,benchmark,Q1161707
game description,Game Description Language,Q105856889
game mechanics description,Game Description Language,Q105856889
gameplay description,Game Description Language,Q105856889
chemical description,chemical compound,Q11173
chemical compound description,chemical compound,Q11173
community description,Site Description,Q58429261
site description,Site Description,Q58429261
web resource description,Site Description,Q58429261
wikidata description,Site Description,Q58429261
website description,Site Description,Q58429261
workflow description,workflow description,Q120970756
intent description,workflow description,Q120970756
process description,workflow description,Q120970756
business process description,workflow description,Q120970756
workflow intent description,workflow description,Q120970756
equation description,analytical description,Q60555580
analytical description,analytical description,Q60555580
mathematical description,analytical description,Q60555580
drug description,drug interaction,Q718753
drug interaction description,drug interaction,Q718753
drug target interaction description,drug interaction,Q718753
drug combination description,drug interaction,Q718753
protein interaction description,protein complex,Q420927
protein description,protein complex,Q420927
protein complex description,protein complex,Q420927
protein mutation description,protein complex,Q420927
audio description,audio description,Q653542
music description,audio description,Q653542
audio event description,audio description,Q653542
product audio description,audio description,Q653542
case description,Case description,Q83624555
legal case description,Case description,Q83624555
job description,job vacancy,Q4102597
job vacancy description,job vacancy,Q4102597
bug description,patch,Q208218
bug fix description,patch,Q208218
social network description,social network,Q2715623
network description,social network,Q2715623
network evaluation description,social network,Q2715623
free text description,free text term,Q125206767
text: description,free text term,Q125206767
movie description,Movie Description,Q59522410
film description,Movie Description,Q59522410
activity description,user behavior,Q114598189
user activity description,user behavior,Q114598189
financial model description,financial modeling,Q5449731
financial description,financial modeling,Q5449731
annotation process description,annotation,Q857525
annotation description,annotation,Q857525
scenario description,textual description,Q115491856
scene description,textual description,Q115491856
environment description,textual description,Q115491856
event description,textual description,Q115491856
algorithm description,textual description,Q115491856
model description,textual description,Q115491856
project description,textual description,Q115491856
ontology description,textual description,Q115491856
layout description,textual description,Q115491856
feature description,textual description,Q115491856
challenge description,textual description,Q115491856
scientific description,textual description,Q115491856
variable description,textual description,Q115491856
compound description,textual description,Q115491856
weather description,textual description,Q115491856
evaluation framework description,textual description,Q115491856
narrative description,textual description,Q115491856
polymer description,textual description,Q115491856
method description,textual description,Q115491856
system description,textual description,Q115491856
persona description,textual description,Q115491856
commonsense description,textual description,Q115491856
label description,textual description,Q115491856
course description,textual description,Q115491856
exercise description,textual description,Q115491856
architecture description,textual description,Q115491856
short description,textual description,Q115491856
query description,textual description,Q115491856
gesture description,textual description,Q115491856
issue description,textual description,Q115491856
patent description,textual description,Q115491856
pull request description,textual description,Q115491856
anomaly description,textual description,Q115491856
code description,textual description,Q115491856
competition description,textual description,Q115491856
meta description,textual description,Q115491856
focused description,textual description,Q115491856
news description,textual description,Q115491856
animal description,textual description,Q115491856
material description,textual description,Q115491856
step description,textual description,Q115491856
book description,textual description,Q115491856
synthetic scene description,textual description,Q115491856
malware description,textual description,Q115491856
emotion description,textual description,Q115491856
team description,textual description,Q115491856
storm event description,textual description,Q115491856
album description,textual description,Q115491856
voice description,textual description,Q115491856
diagnostic description,textual description,Q115491856
procedural description,textual description,Q115491856
job workload description,textual description,Q115491856
library description,textual description,Q115491856
technology showcase description,textual description,Q115491856
goal description,textual description,Q115491856
simulink model description,textual description,Q115491856
poi description,textual description,Q115491856
atlas description,textual description,Q115491856
modern chinese description,textual description,Q115491856
navigation description,textual description,Q115491856
trope description,textual description,Q115491856
identity centric description,textual description,Q115491856
structure description,textual description,Q115491856
command description,textual description,Q115491856
github account description,textual description,Q115491856
speech synthesis description,textual description,Q115491856
artwork description,textual description,Q115491856
conference description,textual description,Q115491856
video source description,textual description,Q115491856
cyclone track description,textual description,Q115491856
hausa description,textual description,Q115491856
anatomical landmark description,textual description,Q115491856
recipe description,textual description,Q115491856
card description,textual description,Q115491856
moral dilemma description,textual description,Q115491856
radiological findings description,textual description,Q115491856
ground truth description,textual description,Q115491856
complex description,textual description,Q115491856
measurement description,textual description,Q115491856
emoji description,textual description,Q115491856
behavior description,textual description,Q115491856
placement description,textual description,Q115491856
symbolic situation description,textual description,Q115491856
wikipedia description,textual description,Q115491856
maturity model description,textual description,Q115491856
genre description,textual description,Q115491856
crop type description,textual description,Q115491856
shape description,textual description,Q115491856
fact effect reason introspection description,textual description,Q115491856
hd map description,textual description,Q115491856
ui functionality description,textual description,Q115491856
knowledge graph description,textual description,Q115491856
bioassay description,textual description,Q115491856
generative model description,textual description,Q115491856
facial attribute description,textual description,Q115491856
covariate description,textual description,Q115491856
phenotypic description,textual description,Q115491856
recommender system description,textual description,Q115491856
api description,textual description,Q115491856
theorem description,textual description,Q115491856
evidence grading description,textual description,Q115491856
file description,textual description,Q115491856
chemical process description,textual description,Q115491856
growth description,textual description,Q115491856
corner location description,textual description,Q115491856
scene graphs and region description,textual description,Q115491856
workshop description,textual description,Q115491856
shot description,textual description,Q115491856
malicious task description,textual description,Q115491856
component description,textual description,Q115491856
pattern description,textual description,Q115491856
global image description,textual description,Q115491856
dance description,textual description,Q115491856
plant description,textual description,Q115491856
truss structure description,textual description,Q115491856
repository description,textual description,Q115491856
interaction description,textual description,Q115491856
maze description,textual description,Q115491856
font description,textual description,Q115491856
distortion characteristic description,textual description,Q115491856
simulation description,textual description,Q115491856
speaker description,textual description,Q115491856
biomedical task description,textual description,Q115491856
fine grained human textual description,textual description,Q115491856
site safety description,textual description,Q115491856
mechanism description,textual description,Q115491856
compositional description,textual description,Q115491856
reasoning error description,textual description,Q115491856
video clip,video clip,Q677466
video,video clip,Q677466
video content,Video Content,Q66498384
video sequence,Video Content,Q66498384
video query,Video Content,Q66498384
camera motion sequence,Video Content,Q66498384
video comprehension,Video Content,Q66498384
video information,Video Content,Q66498384
video frame,video frame,Q5477883
scene video frame,video frame,Q5477883
image classification,Scene classification,Q119532368
scene classification,Scene classification,Q119532368
visual puzzle,visual reasoning,Q7936620
visual reasoning,visual reasoning,Q7936620
visual analogy,visual reasoning,Q7936620
visual imagery,visual reasoning,Q7936620
visual reasoning task,visual reasoning,Q7936620
video title,subtitle,Q204028
video subtitle,subtitle,Q204028
camera pose information,location data,Q60474237
camera location data,location data,Q60474237
camera pose data,location data,Q60474237
face detection,face detection,Q11681085
face recognition,face detection,Q11681085
face feature,face detection,Q11681085
face mask detection,face detection,Q11681085
weather map,weather map,Q865144
low resolution precipitation map,weather map,Q865144
high resolution precipitation map,weather map,Q865144
face presentation attack detection,face presentation,Q1841519
face presentation attack,face presentation,Q1841519
visual prompt,image generation,Q113403137
image generation prompt,image generation,Q113403137
image quality,image quality,Q3813865
image quality issue,image quality,Q3813865
image distortion,image quality,Q3813865
scene text,Scene text,Q55080114
scene text word,Scene text,Q55080114
image advertisement,video advertisement,Q11997526
video advertisement,video advertisement,Q11997526
visual odometry,Visual odometry,Q4110915
visual slam groundtruth location,Visual odometry,Q4110915
video copy segment,video copy detection,Q3818988
video copy pair,video copy detection,Q3818988
face swapping video,face swapping,Q55517471
face editing video,face swapping,Q55517471
image captioned,caption,Q18585177
image chinese captioning,caption,Q18585177
speech recording,speech audio recording,Q108680236
spontaneous speech recording,speech audio recording,Q108680236
spoken language recording,speech audio recording,Q108680236
speech audio,speech audiometry,Q73219200
raw speech audio,speech audiometry,Q73219200
sound event,sound event,Q1228981
audio event,sound event,Q1228981
audio visual event,sound event,Q1228981
voice recording,voice recording,Q53702817
singing voice recording,voice recording,Q53702817
vocal recording,voice recording,Q53702817
audio recording,voice recording,Q53702817
sound recording,voice recording,Q53702817
multitrack recording,multitrack recording,Q1552913
multi track recording,multitrack recording,Q1552913
multi view recording,multitrack recording,Q1552913
multi device recording,multitrack recording,Q1552913
multi distance recording,multitrack recording,Q1552913
continuous recording,multitrack recording,Q1552913
multichannel recording,multitrack recording,Q1552913
audio clip,audiovisual work,Q2431196
speech clip,audiovisual work,Q2431196
audio visual synchronisation clip,audiovisual work,Q2431196
audio visual clip,audiovisual work,Q2431196
audio track,audio track,Q7302866
voice track,audio track,Q7302866
audio signal,audio component,Q116961755
audio component,audio component,Q116961755
audio output,audio component,Q116961755
audio stem,audio component,Q116961755
sound source,Video Sound,Q16966648
sound source video,Video Sound,Q16966648
sound source audio,Video Sound,Q16966648
sound source localization video,Video Sound,Q16966648
laryngophone recording,throat microphone,Q1546165
throat microphone recording,throat microphone,Q1546165
free speech,hate speech,Q653347
hate speech,hate speech,Q653347
classical music recording,recording studio,Q746369
symphony recording,recording studio,Q746369
cough recording,Recording Expert,Q123096251
expert labeled cough recording,Recording Expert,Q123096251
acoustic room impulse response,sound frequency,Q105495868
sound frequency,sound frequency,Q105495868
acoustic frequency response,sound frequency,Q105495868
audio visual laughter,audiovisual work,Q2431196
laughter recording,audiovisual work,Q2431196
acoustic tag,Acoustic tag,Q4674716
audio tag,Acoustic tag,Q4674716
bird migration recording,bird migration,Q216507
bird sound recording,bird migration,Q216507
planned speech,keynote,Q960189
keynote speech,keynote,Q960189
gaze recording,eye movement,Q760256
eye movement recording,eye movement,Q760256
guitar recording,audio recording,Q3302947
acoustic scene,audio recording,Q3302947
noise recording,audio recording,Q3302947
unprocessed guitar recording,audio recording,Q3302947
spatial sound recording,audio recording,Q3302947
sound event recording,audio recording,Q3302947
field recording,audio recording,Q3302947
microphone array recording,audio recording,Q3302947
real environment recording,audio recording,Q3302947
piano music recording,audio recording,Q3302947
instrument audio recording,audio recording,Q3302947
audiobook recording,audio recording,Q3302947
motion capture recording,audio recording,Q3302947
acoustic scene recording,audio recording,Q3302947
background recording,audio recording,Q3302947
camera recording,audio recording,Q3302947
robotic audio recording,audio recording,Q3302947
directional microphone recording,audio recording,Q3302947
acoustic vibration,audio recording,Q3302947
synthetic audio recording,audio recording,Q3302947
acoustic environment,audio recording,Q3302947
environmental sound recording,audio recording,Q3302947
3d audio recording,audio recording,Q3302947
acoustic activity,audio recording,Q3302947
operation video recording,audio recording,Q3302947
instrumental recording,audio recording,Q3302947
drum recording,audio recording,Q3302947
screen recording,audio recording,Q3302947
meeting recording,Recording Workshop,Q7302920
interview recording,Recording Workshop,Q7302920
radio program recording,Recording Workshop,Q7302920
earnings call recording,Recording Workshop,Q7302920
workshop recording,Recording Workshop,Q7302920
call recording,Recording Workshop,Q7302920
lecture recording,Recording Workshop,Q7302920
sound effect,sound effect,Q768807
non speech sound,sound effect,Q768807
sound,sound effect,Q768807
silent speech recording,voice recording,Q53702817
vocalized speech recording,voice recording,Q53702817
string ensemble recording,voice recording,Q53702817
vocal ensemble recording,voice recording,Q53702817
individual voice recording,voice recording,Q53702817
parliamentary speech recording,speech audio recording,Q108680236
political speech audio,speech audio recording,Q108680236
action sequence,industrial action,Q628191
industrial action sequence,industrial action,Q628191
sub action sequence,industrial action,Q628191
motion sequence,motion capture,Q676252
motion segmentation sequence,motion capture,Q676252
motion capture sequence,motion capture,Q676252
animated sequence,motion capture,Q676252
animation sequence,motion capture,Q676252
tracking sequence,vehicle detection,Q2296025
vehicle detection sequence,vehicle detection,Q2296025
vehicle tracking sequence,vehicle detection,Q2296025
single object tracking sequence,vehicle detection,Q2296025
impaired video sequence,interlaced video,Q184915
interlaced video sequence,interlaced video,Q184915
anomaly video sequence,interlaced video,Q184915
distorted video sequence,interlaced video,Q184915
normal video sequence,Video Sequences Saliency Map,Q25304431
natural video sequence,Video Sequences Saliency Map,Q25304431
synthetic scene sequence,Video Sequences Saliency Map,Q25304431
synthetic video sequence,Video Sequences Saliency Map,Q25304431
hand gesture sequence,hand gesture,Q16639010
gesture sequence,hand gesture,Q16639010
fisheye video sequence,Fisheye video correction,Q84592787
synthetic fisheye sequence,Fisheye video correction,Q84592787
aerial video sequence,Aerial video,Q4688040
ground truth video sequence,Aerial video,Q4688040
binocular video sequence,Aerial video,Q4688040
panoramic video sequence,Aerial video,Q4688040
wildlife video sequence,Aerial video,Q4688040
photo realistic sequence,Aerial video,Q4688040
rppg video sequence,Aerial video,Q4688040
nighttime uav tracking sequence,Aerial video,Q4688040
movie shot sequence,Aerial video,Q4688040
soccer game sequence,Aerial video,Q4688040
zebrafish sequence,Danio rerio,Q169444
bacterial genomic sequence,Danio rerio,Q169444
phylogenetic sequence,Danio rerio,Q169444
antibody sequence,Danio rerio,Q169444
secondary structure sequence,Danio rerio,Q169444
dna barcode sequence,Danio rerio,Q169444
facial expression sequence,facial expression,Q327968
pose sequence,facial expression,Q327968
furniture 3d model,3D model,Q3859833
furniture 3d cad model,3D model,Q3859833
man made scene model,3D model,Q3859833
vehicle model,vehicle model,Q29048322
model,vehicle model,Q29048322
lia model,vehicle model,Q29048322
house model,house model,Q5914621
room model,house model,Q5914621
household object model,house model,Q5914621
accurate 3d model,3D model,Q3859833
ground truth 3d model,3D model,Q3859833
dense 3d model,polygonal model,Q861687
dense polygonal model,polygonal model,Q861687
point cloud model,topology optimization,Q2443456
topology optimization model,topology optimization,Q2443456
space layout model,topology optimization,Q2443456
wrf urban model,topology optimization,Q2443456
token model,symbolic modeling,Q7661184
symbolic model,symbolic modeling,Q7661184
building information model,symbolic modeling,Q7661184
ngram language model,language model,Q3621696
neural mt model,language model,Q3621696
chemical compound graph,chemical structure,Q500256
chemical structure graph,chemical structure,Q500256
citation graph,citation graph,Q5122403
heterogeneous academic graph,citation graph,Q5122403
dependency graph,Dependency graph,Q4148050
program dependence graph,Dependency graph,Q4148050
multi relation graph,Dependency graph,Q4148050
molecular graph,molecular graph,Q1986794
2d molecular graph,molecular graph,Q1986794
3d semantic scene graph,scene graph,Q1406181
3d scene graph,scene graph,Q1406181
synthetic graph,synthetic graphite,Q21057320
synthetic game graph,synthetic graphite,Q21057320
time interval graph,interval graph,Q835942
time evolving graph,interval graph,Q835942
road network graph,road network,Q358078
station network graph,road network,Q358078
and inverter graph,inverter,Q324963
analog circuit graph,inverter,Q324963
research paper,scientific publication,Q591041
academic paper,scientific publication,Q591041
scientific paper,scientific publication,Q591041
scientific document,scientific publication,Q591041
scientific publication,scientific publication,Q591041
scientific research paper,scientific publication,Q591041
research publication,scientific publication,Q591041
scientific literature,scientific literature,Q12042160
scientific text,scientific literature,Q12042160
research finding,scientific study,Q124222085
scientific study,scientific study,Q124222085
scientific finding,scientific study,Q124222085
scientific paper reference,scientific reference work,Q66587449
scientific reference,scientific reference work,Q66587449
research reference,scientific reference work,Q66587449
scientific paper text,scientific publication,Q591041
scientific publication text,scientific publication,Q591041
research paper content,Research Papers in Economics,Q206316
research paper text,Research Papers in Economics,Q206316
full text paper,paper,Q11472
full paper,paper,Q11472
scientific explanation,Models of scientific inquiry,Q3817808
scientific answer,Models of scientific inquiry,Q3817808
conference paper,scientific publication,Q591041
scientific paper draft,scientific publication,Q591041
research documentation,scientific publication,Q591041
scientific paper summary,scientific publication,Q591041
research topic,scientific publication,Q591041
full text of research paper,scientific publication,Q591041
research paper titles and abstract,scientific publication,Q591041
research analysi,scientific publication,Q591041
scientific publication record,scientific publication,Q591041
research article section,scientific publication,Q591041
survey paper,scientific publication,Q591041
biological full paper,scientific publication,Q591041
biomedical paper,scientific publication,Q591041
research review,scientific publication,Q591041
research report,scientific publication,Q591041
scientific preprint,scientific publication,Q591041
research methodology,scientific publication,Q591041
research summary,scientific publication,Q591041
paper,Exam Papers On-Demand,Q128745660
handwritten exam paper,Exam Papers On-Demand,Q128745660
source code,source code,Q128751
code,source code,Q128751
programming code,source code,Q128751
program code,source code,Q128751
arduino code,source code,Q128751
latex code,source code,Q128751
latex source code,source code,Q128751
generated code,object code,Q157965
compiled code,object code,Q157965
data generation code,object code,Q157965
assembly code,assembly language,Q165436
decoder assembly code,assembly language,Q165436
country code,country code,Q906278
geonames code,country code,Q906278
website source code,source code,Q128751
html source code,source code,Q128751
c code,Code,Q37141227
c++ code,Code,Q37141227
simulink model code,Simulink Model,Q105862869
model training code,Simulink Model,Q105862869
inn code,Shader,Q37296929
shader source code,Shader,Q37296929
material code,Shader,Q37296929
paper code,Shader,Q37296929
publication code,Shader,Q37296929
github code,Github Code Vault,Q85629204
project code,Github Code Vault,Q85629204
repository level code,Github Code Vault,Q85629204
stereo image pair,stereo image,Q123906126
real image pair,stereo image,Q123906126
attribute value pair,attribute-value system,Q4818710
attribute object pair,attribute-value system,Q4818710
key value pair,attribute-value system,Q4818710
high resolution rgbd image pair,high-definition video,Q2916762
4k image pair,high-definition video,Q2916762
high resolution image pair,high-definition video,Q2916762
disparate image pair,ambiguous image,Q4741453
ambiguous image pair,ambiguous image,Q4741453
name pair,identity verification,Q11519832
identity verification pair,identity verification,Q11519832
claim evidence pair,textual entailment,Q6588467
evaluation sentence pair,textual entailment,Q6588467
training sentence pair,textual entailment,Q6588467
inference pair,textual entailment,Q6588467
statement pair,textual entailment,Q6588467
argument pair,textual entailment,Q6588467
paragraph pair,textual entailment,Q6588467
negated sentence pair,textual entailment,Q6588467
textual entailment pair,textual entailment,Q6588467
cross modality image pair,Grayscale,Q39070336
blurry sharp stereo image pair,Grayscale,Q39070336
clean rain image pair,Grayscale,Q39070336
grayscale image pair,Grayscale,Q39070336
bitemporal image pair,Grayscale,Q39070336
endoscopic image pair,Grayscale,Q39070336
aerial image pair,Grayscale,Q39070336
raw image pair,Grayscale,Q39070336
spike stream ground truth image pair,Grayscale,Q39070336
animal sound,animal sound,Q95605854
dog sound,animal sound,Q95605854
breathing sound,respiratory sound,Q779038
respiratory sound,respiratory sound,Q779038
lung sound,respiratory sound,Q779038
weather sound,rain recording,Q108793415
rain sound,rain recording,Q108793415
percussive sound,Impact Soundworks,Q108030649
impact sound,Impact Soundworks,Q108030649
natural sound,natural sound,Q6980787
nature sound,natural sound,Q6980787
explosion sound,explosion,Q179057
fire sound,explosion,Q179057
caption,image caption,Q67449067
image caption,image caption,Q67449067
meme caption,image caption,Q67449067
figure caption,image caption,Q67449067
real caption,image caption,Q67449067
post caption,image caption,Q67449067
image with caption,image caption,Q67449067
video caption,Video Captions Benefit Everyone,Q37558768
descriptive caption,Video Captions Benefit Everyone,Q37558768
detailed caption,Video Captions Benefit Everyone,Q37558768
detailed video caption,Video Captions Benefit Everyone,Q37558768
dvs caption,closed captioning,Q2367247
closed caption,closed captioning,Q2367247
conceptual caption,Conceptual Captions,Q112062632
spatial relation caption,Conceptual Captions,Q112062632
bounding box,bounding volume,Q1434060
2d bounding box,bounding volume,Q1434060
bounding box coordinate,bounding volume,Q1434060
amodal bounding box,bounding volume,Q1434060
annotated bounding box,bounding volume,Q1434060
hand bounding box,bounding volume,Q1434060
hand drawn bounding box,bounding volume,Q1434060
cell bounding box,bounding volume,Q1434060
ground truth solution,ground truth,Q370766
ground truth answer,ground truth,Q370766
ground truth community,ground truth,Q370766
ground truth rating,ground truth,Q370766
ground truth,ground truth,Q370766
ground truth response,ground truth,Q370766
ground truth trajectory,trajectory,Q193139
vicon ground truth trajectory,trajectory,Q193139
ground truth classification,ground truth,Q370766
ground truth class,ground truth,Q370766
ground truth object depth,ground truth,Q370766
ground truth depth,ground truth,Q370766
ground truth disparity value,ground truth,Q370766
ground truth value,ground truth,Q370766
ground truth line segment,line segment,Q166154
ground truth segmentation,line segment,Q166154
real world environment,real life,Q1058876
real life scenario,real life,Q1058876
real world scenario,real life,Q1058876
real world video situation,footage,Q1192650
real footage,footage,Q1192650
real world photo,human face,Q25416319
real human face,human face,Q25416319
real life object,human face,Q25416319
real voice,Real Voice,Q7301105
real human speech,Real Voice,Q7301105
real song,Real Voice,Q7301105
real human activity,real life,Q1058876
real life activity,real life,Q1058876
real gnp,real wage,Q1932544
real wage,real wage,Q1932544
real world dataset,database,Q8513
real world database,database,Q8513
real news,Real News,Q17146617
real background,Real News,Q17146617
discourse unit segmentation,word segmentation,Q25394236
chinese word segmentation,word segmentation,Q25394236
rotation matrix,rotation matrix,Q1256564
homography matrix,rotation matrix,Q1256564
td matrix,correlation matrix,Q3299259
correlation matrix,correlation matrix,Q3299259
concept set,stable model semantics,Q7595770
answer set,stable model semantics,Q7595770
drug drug interaction network,drug interaction,Q718753
drug protein interaction network,drug interaction,Q718753
action annotation,Category:Action (genre),Q6842826
action class annotation,Category:Action (genre),Q6842826
action recognition annotation,Category:Action (genre),Q6842826
action category annotation,Category:Action (genre),Q6842826
action unit annotation,Category:Action (genre),Q6842826
sub action annotation,Category:Action (genre),Q6842826
action object annotation,Category:Action (genre),Q6842826
action cycle annotation,Category:Action (genre),Q6842826
action segments annotation,Category:Action (genre),Q6842826
semantic annotation,semantic annotation,Q57780498
concept annotation,semantic annotation,Q57780498
conceptual annotation,semantic annotation,Q57780498
object annotation,attribute,Q2722260
object class annotation,attribute,Q2722260
class annotation,attribute,Q2722260
first person video,video camera,Q313614
third person video,video camera,Q313614
monocular video,video camera,Q313614
first person hand action video,video camera,Q313614
monocular rgb video,video camera,Q313614
third view camera video,video camera,Q313614
first person binocular video,video camera,Q313614
first person monocular video,video camera,Q313614
driving video,driving video game,Q116680021
car simulation video,driving video game,Q116680021
normal driving video,driving video game,Q116680021
driving route video,driving video game,Q116680021
real world driving video,driving video game,Q116680021
surveillance video,closed-circuit television,Q242256
traffic surveillance video,closed-circuit television,Q242256
instructional video,instructional film,Q126914943
educational video,instructional film,Q126914943
educational content video,instructional film,Q126914943
web video,Internet video,Q2553613
online video,Internet video,Q2553613
complex web video,Internet video,Q2553613
internet archive video,Internet video,Q2553613
ultrasound video,echocardiography,Q216933
echocardiogram video,echocardiography,Q216933
echocardiography video,echocardiography,Q216933
cardiac ultrasound video,echocardiography,Q216933
motion video,motion,Q79782
texture motion video,motion,Q79782
motion capture video,motion,Q79782
animation video,motion,Q79782
pedestrian tracking video,pedestrian,Q221488
pedestrian video,pedestrian,Q221488
pedestrian path video,pedestrian,Q221488
pedestrian point of view road video,pedestrian,Q221488
gaze estimation video,gaze,Q14467155
eye tracking video,gaze,Q14467155
gaze tracking video,gaze,Q14467155
gaze following video,gaze,Q14467155
stereo video,stereo camera ,Q313783
stereoscopic video,stereo camera ,Q313783
stereo camera video,stereo camera ,Q313783
stereoscopic video frame,stereo camera ,Q313783
generated video,artificial intelligence art,Q65066631
ai generated video,artificial intelligence art,Q65066631
panoramic video,panoramic view,P4291
360° equirectangular video,panoramic view,P4291
360° video,panoramic view,P4291
360° panoptic video,panoramic view,P4291
vehicle video,Vehicle tracking system,Q3498530
vehicle tracking video,Vehicle tracking system,Q3498530
vehicle mounted video,Vehicle tracking system,Q3498530
vehicle movement video,Vehicle tracking system,Q3498530
crowd motion video,crowd,Q13430821
crowd video,crowd,Q13430821
outdoor unconstrained video,outdoors,Q107616175
indoor and outdoor video,outdoors,Q107616175
outdoor video,outdoors,Q107616175
portrait video,portrait,Q134307
landscape video,portrait,Q134307
portrait mode video,portrait,Q134307
hevc video,CVCD,Q5737700
compressed video,CVCD,Q5737700
